clueFinal,Acc,row_id,Level,wordpair_id,target1,target2,words_in_patch_num_unique,patchsize,words_in_patch_glove,words_in_patch_swow,Similar Words (glove),Similar Words Size (glove),Dissimilar Words (glove),Dissimilar Words Size (glove),Overlap Similarity (glove),Similar Words (swow),Similar Words Size (swow),Dissimilar Words (swow),Dissimilar Words Size (swow),Overlap Similarity (swow)
church,0,1239,Medium,chapel-feet,chapel,feet,"church,walk,easter,prayer,baptism,pray,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",21,"church,cemetery,hall,choir,altar,happy,crypt,cathedral,vault,erect,dome,aisle,cloister,building,Methodist,bury,statue,stand,burial,sanctuary,room","altar,church,cathedral,steeple,priest,pew,holy,pray,catholic,sacred,prayer,pope,catholicism,religious,nun,worship,clergy,communion,pastor,devout,vicar","choir,church,stand",3,"walk,easter,prayer,baptism,pray,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285,"church,prayer,pray",3,"walk,easter,baptism,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285
baptize,0,1268,Medium,chapel-feet,chapel,feet,"church,walk,easter,prayer,baptism,pray,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",21,"church,cemetery,hall,choir,altar,happy,crypt,cathedral,vault,erect,dome,aisle,cloister,building,Methodist,bury,statue,stand,burial,sanctuary,room","altar,church,cathedral,steeple,priest,pew,holy,pray,catholic,sacred,prayer,pope,catholicism,religious,nun,worship,clergy,communion,pastor,devout,vicar","choir,church,stand",3,"walk,easter,prayer,baptism,pray,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285,"church,prayer,pray",3,"walk,easter,baptism,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285
pray,0,1298,Medium,chapel-feet,chapel,feet,"church,walk,easter,prayer,baptism,pray,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",21,"church,cemetery,hall,choir,altar,happy,crypt,cathedral,vault,erect,dome,aisle,cloister,building,Methodist,bury,statue,stand,burial,sanctuary,room","altar,church,cathedral,steeple,priest,pew,holy,pray,catholic,sacred,prayer,pope,catholicism,religious,nun,worship,clergy,communion,pastor,devout,vicar","choir,church,stand",3,"walk,easter,prayer,baptism,pray,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285,"church,prayer,pray",3,"walk,easter,baptism,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285
pray,0,1355,Medium,chapel-feet,chapel,feet,"church,walk,easter,prayer,baptism,pray,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",21,"church,cemetery,hall,choir,altar,happy,crypt,cathedral,vault,erect,dome,aisle,cloister,building,Methodist,bury,statue,stand,burial,sanctuary,room","altar,church,cathedral,steeple,priest,pew,holy,pray,catholic,sacred,prayer,pope,catholicism,religious,nun,worship,clergy,communion,pastor,devout,vicar","choir,church,stand",3,"walk,easter,prayer,baptism,pray,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285,"church,prayer,pray",3,"walk,easter,baptism,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285
church,0,1408,Medium,chapel-feet,chapel,feet,"church,walk,easter,prayer,baptism,pray,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",21,"church,cemetery,hall,choir,altar,happy,crypt,cathedral,vault,erect,dome,aisle,cloister,building,Methodist,bury,statue,stand,burial,sanctuary,room","altar,church,cathedral,steeple,priest,pew,holy,pray,catholic,sacred,prayer,pope,catholicism,religious,nun,worship,clergy,communion,pastor,devout,vicar","choir,church,stand",3,"walk,easter,prayer,baptism,pray,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285,"church,prayer,pray",3,"walk,easter,baptism,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285
church,0,1438,Medium,chapel-feet,chapel,feet,"church,walk,easter,prayer,baptism,pray,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",21,"church,cemetery,hall,choir,altar,happy,crypt,cathedral,vault,erect,dome,aisle,cloister,building,Methodist,bury,statue,stand,burial,sanctuary,room","altar,church,cathedral,steeple,priest,pew,holy,pray,catholic,sacred,prayer,pope,catholicism,religious,nun,worship,clergy,communion,pastor,devout,vicar","choir,church,stand",3,"walk,easter,prayer,baptism,pray,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285,"church,prayer,pray",3,"walk,easter,baptism,stand,choir,heels,leg,pure,toes,religion,Jesus,rise,piano,jack,shoeless,arch,legs,baptize",18,0.14285714285714285
compass,0,18,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
directions,0,48,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
west,1,78,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
Delaware,1,108,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
small,1,138,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,168,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,198,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,228,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,258,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,288,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
drive,0,313,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
Tennessee,0,340,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,370,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,397,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
south,0,423,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
direction,0,448,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
directional,0,471,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
directions,0,498,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
navigation,0,528,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
travel,0,558,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
height,0,588,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
dimension,0,635,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
measure,0,660,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
compass,0,686,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
west,0,750,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
small,0,781,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
location,1,809,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21,"west,south,north,long,wild west,along,extend,turn,stretch,latter,far,eastern,end,near,portion,continue,southern,side,next,another,northern","eastern,Asia,Orient,Asian,oriental,Hong Kong,Japan,Korea,Thailand,continent,Chinese,India,Vietnam,China,south,Japanese,New England,west,peninsula,northern,pacific","south,west",2,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",19,0.09523809523809523,"south,west,Asian",3,"small,directions,Delaware,direction,drive,Tennessee,directional,navigation,travel,measure,adjectives,Ohio,compass,length,coast,distance,arrow,coordinates",18,0.14285714285714285
